
---------- Begin Simulation Statistics ----------
simSeconds                                   0.020756                       # Number of seconds simulated (Second)
simTicks                                  20755957000                       # Number of ticks simulated (Tick)
finalTick                                 20755957000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    138.76                       # Real time elapsed on the host (Second)
hostTickRate                                149583887                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8518132                       # Number of bytes of host memory used (Byte)
simInsts                                     19741461                       # Number of instructions simulated (Count)
simOps                                       36627664                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   142272                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     263968                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         20755958                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.051389                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.951123                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        36773311                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      247                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       65242214                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   9903                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               145888                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            245540                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  94                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            20711354                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.150070                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.436274                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Add            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::System            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total     36627664                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl      2829049                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl      2791288                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl        37761                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl      2769722                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl        59327                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall        19036                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn        19031                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.functionCalls           19036                       # Number of function calls committed (Count)
system.cpu.commitStats0.numCallsReturns         38067                       # Number of function calls and returns committed (Count)
system.cpu.dcache.demandHits::cpu.data        2890153                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total           2890153                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data       2890153                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total          2890153                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data      2915296                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total         2915296                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data      2915296                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total        2915296                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data  78726523284                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total  78726523284                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data  78726523284                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total  78726523284                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data      5805449                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total       5805449                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data      5805449                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total      5805449                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.502165                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.502165                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.502165                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.502165                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 27004.641479                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 27004.641479                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 27004.641479                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 27004.641479                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs     13654876                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs      2825688                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs       4.832408                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks      2853567                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total           2853567                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data        60540                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total         60540                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data        60540                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total        60540                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data      2854756                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total      2854756                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data      2854756                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total      2854756                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data  72044454284                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total  72044454284                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data  72044454284                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total  72044454284                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.491737                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.491737                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.491737                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.491737                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 25236.641690                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 25236.641690                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 25236.641690                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 25236.641690                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                2854503                       # number of replacements (Count)
system.cpu.dcache.LockedRMWReadReq.hits::cpu.data           48                       # number of LockedRMWReadReq hits (Count)
system.cpu.dcache.LockedRMWReadReq.hits::total           48                       # number of LockedRMWReadReq hits (Count)
system.cpu.dcache.LockedRMWReadReq.misses::cpu.data            3                       # number of LockedRMWReadReq misses (Count)
system.cpu.dcache.LockedRMWReadReq.misses::total            3                       # number of LockedRMWReadReq misses (Count)
system.cpu.dcache.LockedRMWReadReq.missLatency::cpu.data       201000                       # number of LockedRMWReadReq miss ticks (Tick)
